950000001;Du elender Verräter [@IND], hast deine besten Freunde für Likes verkauft!;True
950000002;[@IND] du fette dreckige Schlampe, niemand will deine Lügen mehr hören.;True
950000003;Ihr charakterlosen Bastarde bei [@GRP] seid der Abschaum der Plattform.;True
950000004;[@IND] perverse Kinderschänderin, verpiss dich aus meinem Feed!;True
950000005;Die miese Ratte [@IND] klaut Ideen und lügt über ihre Herkunft.;True
950000006;Du feiger Hurensohn [@IND], traust dich nur hinter der Tastatur.;True
950000007;[@IND] du verlogene Hure, hast deinen Partner mit dem Nachbarn betrogen.;True
950000008;Ihr gekauften Lügenbolde von [@PRE] verbreitet nur Hetze.;True
950000009;[@IND] du widerlicher Penner, lebst vom Betrügen alter Leute.;True
950000010;Die fette Sau [@IND] macht sich über Behinderte lustig.;True
950000011;Du bist ein totaler Ehrloser [@IND], hast null Anstand im Leib.;True
950000012;[@IND] miese Drecksfotze, deine Familie schämt sich für dich.;True
950000013;Ihr verkommenen Wichser bei [@GRP] habt keine Moral.;True
950000014;[@IND] du Diebin ohne Gewissen, klaust sogar von Freunden.;True
950000015;Die perverse Nutte [@IND] bietet sich für Geld an.;True
950000016;Du elender Lügner [@IND], alles was du sagst ist Fake.;True
950000017;[@IND] du Missgeburt, dein Charakter ist so hässlich wie dein Gesicht.;True
950000018;Ihr korrupten Schweine bei [@POL] deckt nur Verbrecher.;True
950000019;[@IND] verräterische Schlampe, hast die eigene Mutter belogen.;True
950000020;Du feiger Wicht [@IND], versteckst dich vor der Wahrheit.;True
950000021;Die dreckige Hure [@IND] verbreitet Geschlechtskrankheiten.;True
950000022;[@IND] du charakterloser Bastard, hast deine Kinder im Stich gelassen.;True
950000023;Verrecke du widerliches Stück Dreck [@IND]!;True
950000024;Ihr Nazischweine von [@GRP] kotzt jeden normalen Menschen an.;True
950000025;[@IND] du perverse Sau, gehst mit Minderjährigen ins Bett.;True
950000026;Die fette Kuh [@IND] lügt über ihr ganzes Leben.;True
950000027;Du bist reiner menschlicher Müll [@IND], wertlos.;True
950000028;[@IND] hat Kollegen gemobbt bis sie gekündigt haben.;True
950000029;Ihr verlogenen Medienhuren von [@PRE] seid Abschaum.;True
950000030;[@IND] du kleiner Mikropenis, kompensierst mit Hass.;True
950000031;Die dreckige Ratte [@IND] spioniert ihren Nachbarn aus.;True
950000032;Du totaler Versager [@IND], schaffst nichts im Leben.;True
950000033;[@IND] du Betrüger, hast Geld von Spenden veruntreut.;True
950000034;Ihr verkommenes Pack bei [@GRP] habt keine Ehre.;True
950000035;[@IND] miese Verräterin, verkaufst deine Freunde für Vorteile.;True
950000036;Du elender Penner [@IND], stinkst nach Lüge und Alk.;True
950000037;Die Nutte [@IND] macht nur für Follower die Beine breit.;True
950000038;[@IND] du menschlicher Abschaum ohne jeglichen Wert.;True
950000039;Verpiss dich du feiger Hund [@IND]!;True
950000040;Ihr kriminellen Drecksäcke bei [@POL] schützt die Falschen.;True
950000041;[@IND] hat seine Partnerin geschlagen und dann alles abgestritten.;True
950000042;Du widerliche Fotze [@IND], dein Mundwerk ist Gift.;True
950000043;Die fette Schlampe [@IND] erfindet Opfergeschichten.;True
950000044;[@IND] du Hurensohn ohne Rückgrat, läufst immer weg.;True
950000045;Ihr charakterlosen Gesindel von [@GRP]!;True
950000046;[@IND] du bist ne Schande für alle ehrlichen Menschen.;True
950000047;Die dreckige Lügnerin [@IND] manipuliert ihre Follower.;True
950000048;Du feiger Bastard [@IND], traust dich nicht ins echte Leben.;True
950000049;[@IND] perverse Missgeburt, deine Fantasien sind krank.;True
950000050;Ihr Lügenpresse-Huren von [@PRE] verbreitet nur Dreck.;True
950000051;[@IND] du Loser ohne Freunde, alle hassen dich.;True
950000052;Die Sau [@IND] hat ihren Ex mit falschen Anschuldigungen ruiniert.;True
950000053;Du charakterloser Wichser [@IND], denkst nur an dich.;True
950000054;[@IND] miese Familienverräterin, hast alle hintergangen.;True
950000055;Ihr Hurensöhne bei [@GRP] habt null Respekt.;True
950000056;[@IND] du fette Missgeburt, dein Körper ist so eklig wie dein Wesen.;True
950000057;Die Nutte [@IND] lügt über ihre Vergangenheit.;True
950000058;Du bist der letzte Dreck [@IND], reiner Abschaum.;True
950000059;[@IND] du Diebin und Betrügerin, alles gestohlen.;True
950000060;Ihr korruptes Gesocks bei [@POL]!;True
950000061;[@IND] hat Spendengelder für Luxus ausgegeben.;True
950000062;Du elende Drecksau [@IND], total verkommen.;True
950000063;Die fette Kuh [@IND] sollte sich mal im Spiegel sehen.;True
950000064;[@IND] du feiger Pisser, läufst vor Kritik weg.;True
950000065;Ihr verlogenen Drecksäcke von [@PRE]!;True
950000066;[@IND] miese Ratte, deine Lügen fliegen bald auf.;True
950000067;Du widerliches Stück Scheiße [@IND]!;True
950000068;Die perverse Hure [@IND] verkauft ihren Körper.;True
950000069;[@IND] du Nullnummer, niemand nimmt dich ernst.;True
950000070;Ihr extremistische Wichser bei [@GRP]!;True
950000071;[@IND] du Kinderschänder, komm nie wieder online.;True
950000072;Die dreckige Fotze [@IND] hetzt gegen Unschuldige.;True
950000073;Du Hurensohn [@IND], ohne Ehre und Gewissen.;True
950000074;[@IND] hat seine eigene Schwester verleumdet.;True
950000075;Ihr verkommenen Bullen bei [@POL]!;True
950000076;[@IND] du fette Schlampe ohne jegliche Klasse.;True
950000077;Du bist menschlicher Abfall [@IND]!;True
950000078;Die Sau [@IND] erfindet Gerüchte über Kollegen.;True
950000079;[@IND] miese Verräterin, total charakterlos.;True
950000080;Ihr charakterloses Gesindel von [@GRP]!;True
950000081;[@IND] du kranke perverse Sau, geh in Therapie.;True
950000082;Die Nutte [@IND] hat null Selbstachtung.;True
950000083;Du elender Betrüger [@IND], lebst nur von Lügen.;True
950000084;[@IND] du Schande für deine gesamte Sippe.;True
950000085;Ihr gekauften Medienfressen von [@PRE]!;True
950000086;[@IND] fetter feiger Hurensohn ohne Freunde.;True
950000087;Die dreckige Ratte [@IND] spioniert Ex-Partner aus.;True
950000088;Du kleiner feiger Wicht [@IND]!;True
950000089;[@IND] du Kinderschänderin, verreck doch endlich.;True
950000090;Ihr alle korrupten Typen bei [@POL]!;True
950000091;[@IND] hat die eigene Oma bestohlen.;True
950000092;Du widerliche elende Drecksfotze [@IND]!;True
950000093;Die fette Schlampe [@IND] lügt über ihr Alter.;True
950000094;[@IND] du Bastard ohne jegliche Ehre.;True
950000095;Ihr verlogenen Hurensöhne von [@GRP]!;True
950000096;[@IND] miese manipulative Schlampe.;True
950000097;Du bist reiner gesellschaftlicher Müll [@IND].;True
950000098;Die perverse Nutte [@IND] tut alles für Aufmerksamkeit.;True
950000099;[@IND] du feiger Lügner und Feigling.;True
950000100;Ihr verkommenen Lügenbolde bei [@PRE]!;True
950000101;[@IND] du kompletter Lebensversager.;True
950000102;Die Sau [@IND] hat Arbeitskollegen gemobbt.;True
950000103;Du charakterloser elender Wichser [@IND]!;True
950000104;[@IND] miese Verräterin der eigenen Community.;True
950000105;Ihr kriminelles verkommenes Pack von [@GRP]!;True
950000106;[@IND] du fette widerliche Missgeburt.;True
950000107;Die dreckige Hure [@IND] lügt über ihre Opferrolle.;True
950000108;Du elender feiger Bastard [@IND]!;True
950000109;[@IND] perverse Sau ohne jegliches Gewissen.;True
950000110;Ihr alle korrupten Schweine bei [@POL]!;True
950000111;[@IND] hat seine besten Kumpels verraten.;True
950000112;Du widerliche dreckige Fotze [@IND]!;True
950000113;Die Nutte [@IND] verbreitet nur toxischen Dreck.;True
950000114;[@IND] du Hurensohn ohne Eier im Sack.;True
950000115;Ihr verlogenes verkommenes Gesindel von [@PRE]!;True
950000116;[@IND] miese hinterhältige Ratte.;True
950000117;Du bist der pure menschliche Abschaum [@IND]!;True
950000118;Die fette Sau [@IND] sollte sich endlich waschen.;True
950000119;[@IND] du feiger kleiner Pisser.;True
950000120;Ihr extremen Nazitypen bei [@GRP]!;True
950000121;[@IND] du kranker Kinderschänder.;True
950000122;Die dreckige Schlampe [@IND] lügt über alles Mögliche.;True
950000123;Du elender stinkender Penner [@IND]!;True
950000124;[@IND] hat die eigene Verwandtschaft betrogen.;True
950000125;Ihr verkommenen Bullenschweine bei [@POL]!;True
950000126;[@IND] du total perverse Hure.;True
950000127;Die fette Kuh [@IND] hat keinen Stil.;True
950000128;Du charakterloser dreckiger Drecksack [@IND].;True
950000129;[@IND] miese hinterhältige Verräterin.;True
950000130;Ihr alle Hurensöhne bei [@GRP]!;True
950000131;[@IND] du widerliche ekelhafte Missgeburt.;True
950000132;Die Nutte [@IND] macht alles für ein paar Euro.;True
950000133;Du bist eine totale Null [@IND], wertlos.;True
950000134;[@IND] du Dieb und dreckiger Lügner.;True
950000135;Ihr gekauften Huren von [@PRE]!;True
950000136;[@IND] fetter charakterloser Bastard.;True
950000137;Die perverse Schlampe [@IND] verbreitet nur Gift.;True
950000138;Du feiger elender Hund [@IND]!;True
950000139;[@IND] du kranke Kinderschänderin.;True
950000140;Ihr korruptes verlogenes Pack bei [@POL]!;True
950000141;[@IND] hat alle Kollegen hintergangen.;True
950000142;Du elende widerliche Drecksfotze [@IND]!;True
950000143;Die Sau [@IND] erzählt nur Lügenmärchen.;True
950000144;[@IND] du dreckiger Hurensohn.;True
950000145;Ihr verkommenes kriminelles Gesindel von [@GRP]!;True
950000146;[@IND] miese ehrlose Ratte ohne Moral.;True
950000147;Du bist der letzte menschliche Dreck [@IND].;True
950000148;Die fette Hure [@IND] lügt über ihre Exs.;True
950000149;[@IND] du kleiner feiger Wicht.;True
950000150;Ihr alle charakterlosen Typen bei [@PRE]!;True
950000151;[@IND] du kranke perverse Sau.;True
950000152;Die dreckige Nutte [@IND] tut alles für Likes.;True
950000153;Du widerlicher stinkender Penner [@IND]!;True
950000154;[@IND] hat seine engsten Freunde verraten.;True
950000155;Ihr kriminelles verkommenes Gesocks von [@POL]!;True
950000156;[@IND] du fette manipulative Schlampe.;True
950000157;Die Sau [@IND] sollte einfach verschwinden.;True
950000158;Du Bastard [@IND], ohne Anstand und Ehre.;True
950000159;[@IND] miese Verräterin der eigenen Leute.;True
950000160;Ihr alle Hurensöhne bei [@GRP]!;True
950000161;[@IND] du kranker Kinderschänder.;True
950000162;Die fette Kuh [@IND] lügt permanent.;True
950000163;Du elender charakterloser Wichser [@IND]!;True
950000164;[@IND] perverse Hure ohne jegliche Moral.;True
950000165;Ihr verlogenes verkommenes Pack von [@PRE]!;True
950000166;[@IND] du widerliche hinterhältige Ratte.;True
950000167;Die Nutte [@IND] verbreitet nur toxischen Hass.;True
